Order,Ambler class,Protein name,Alternative protein names,Subfamily,GenPeptID,GenBankID,PubMedID (DOI),Sequence,Number of PDB structures,Mutants,Phenotype,Functional information,Natural (N) or Acquired (A)
233,A,CTX-M-59,,CTX-M-2-like,ABD73290,DQ408762,18347108 (DOI),view,,,2be,ESBL,A
234,A,CTX-M-60,,CTX-M-1-like,CAL80726,AM411407,—(—),view,,,2be,ESBL,A
235,A,CTX-M-61,,CTX-M-1-like,ABN09669,EF219142,—(—),view,,,2be,ESBL,A
236,A,CTX-M-62,,CTX-M-1-like,ABP04245,EF219134,22252811 (DOI),view,,,2be,ESBL,A
237,A,CTX-M-63,,CTX-M-8-like,BAD90119,AB205197,—(—),view,,,2be,ESBL,A
238,A,CTX-M-64,,CTX-M-1-like,ACU87985,GQ300937,18955524 (DOI) 26169409 (DOI),view,6,,2be,ESBL,A
239,A,CTX-M-65,,CTX-M-9-like,ABN51008,EF394372,—(—),view,,,2be,ESBL,A
240,A,CTX-M-66,,CTX-M-1-like,ABQ45409,EF576988,17913434 (DOI),view,,,2be,ESBL,A
241,A,CTX-M-67,,CTX-M-9-like,ABS90365,EF581888,18775649 (DOI),view,,,2be,ESBL,A
242,A,CTX-M-68,,CTX-M-1-like,ABV81082,EU177100,19748232 (DOI),view,,,2be,ESBL,A
243,A,CTX-M-69,,CTX-M-1-like,ABY91281,EU402393,21940649 (DOI),view,,,2be,ESBL,A
244,A,CTX-M-70,,CTX-M-1-like,HAJ5692022,DABGLW010000191,,view,,,2be,ESBL,A
245,A,CTX-M-71,,CTX-M-1-like,ACV92002,FJ815436,19620330 (DOI),view,,,2be,ESBL,A
246,A,CTX-M-72,,CTX-M-1-like,AAV97957,AY847148,19590148 (DOI),view,,,2be,ESBL,A
247,A,CTX-M-73,,CTX-M-9-like,ABC69156,DQ343292,,view,,,2be,ESBL,A
248,A,CTX-M-74,,CTX-M-2-like,ACS32293,GQ149243,19748435 (DOI),view,,,2be,ESBL,A
249,A,CTX-M-75,,CTX-M-2-like,ACS32294,GQ149244,19748435 (DOI),view,,,2be,ESBL,A
250,A,CTX-M-76,KLUA-15,CTX-M-2-like,CAQ42486,AM982520,—(—),view,,,2be,ESBL,N (Kluyvera ascorbata)
251,A,CTX-M-77,KLUA-16,CTX-M-2-like,CAQ42480,AM982521,—(—),view,,,2be,ESBL,N (Kluyvera ascorbata)
252,A,CTX-M-78,KLUG-4,CTX-M-25-like,CAQ42481,AM982522,—(—),view,,,2be,ESBL,N (Kluyvera georgiana)
253,A,CTX-M-79,,CTX-M-1-like,ABO09821,EF426798,18772941 (DOI),view,,,2be,ESBL,A
254,A,CTX-M-80,,CTX-M-1-like,ABW86620,EU202673,19294528 (DOI),view,,,2be,ESBL,A
255,A,CTX-M-81,,CTX-M-9-like,ABV57756,EU136031,19294528 (DOI),view,,,2be,ESBL,A
256,A,CTX-M-82,,CTX-M-1-like,ABB59946,DQ256091,19297379 (DOI),view,,,2be,ESBL,A
257,A,CTX-M-83,,CTX-M-9-like,ACI29345,FJ214366,18984647 (DOI),view,,,2be,ESBL,A
258,A,CTX-M-84,,CTX-M-9-like,ACI29346,FJ214367,18984647 (DOI),view,,,2be,ESBL,A
259,A,CTX-M-85,,CTX-M-9-like,ACI29347,FJ214368,18984647 (DOI),view,,,2be,ESBL,A
260,A,CTX-M-86,,CTX-M-9-like,ACI29348,FJ214369,18984647 (DOI),view,,,2be,ESBL,A
261,A,CTX-M-87,,CTX-M-9-like,ACB41777,EU545409,19429759 (DOI),view,,,2be,ESBL,A
262,A,CTX-M-88,,CTX-M-1-like,ACP18863,FJ873739,19785534 (DOI),view,,,2be,ESBL,A
263,A,CTX-M-89,,CTX-M-25-like,ACR56321,FJ971899,19587301 (DOI),view,,,2be,ESBL,A
264,A,CTX-M-90,,CTX-M-9-like,ACX50627,GQ896553,—(—),view,,,2be,ESBL,A
265,A,CTX-M-91,,CTX-M-25-like,ACX34099,GQ870432,—(—),view,,,2be,ESBL,A
266,A,CTX-M-92,,CTX-M-2-like,ACY74743,GU127598,20576750 (DOI),view,,,2be,ESBL,A
267,A,CTX-M-93,,CTX-M-9-like,ADN26580,HQ166709,21343457 (DOI),view,,,2b + CAZ,broad spectrum + CAZ,A
268,A,CTX-M-94,,CTX-M-25-like,ADK11041,HM167760,23050014 (DOI),view,,,2be,ESBL,A
269,A,CTX-M-95,KLUA-17,CTX-M-2-like,CBL80615,FN813245,—(—),view,,,2be,ESBL,N (Kluyvera ascorbata)
270,A,CTX-M-96,CTX-M-12a,CTX-M-1-like,KTK23935,LPQT01000020,—(—),view,2,,2be,ESBL,A
271,A,CTX-M-97,,CTX-M-2-like,ADM08178,HM776707,23117265 (DOI),view,5,,2be,ESBL,A
272,A,CTX-M-98,,CTX-M-9-like,ADO17948,HM755448,22325120 (DOI),view,,,2be,ESBL,A
273,A,CTX-M-99,,CTX-M-9-like,ADL27532,HM803271,—(—),view,,,2be,ESBL,A
274,A,CTX-M-100,,CTX-M-25-like,CBW46935,FR682582,23050014 (DOI),view,,,2be,ESBL,A
275,A,CTX-M-101,,CTX-M-1-like,ADY02545,HQ398214,24999233 (DOI),view,,,2be,ESBL,A
276,A,CTX-M-102,,CTX-M-9-like,ADY02546,HQ398215,22325120 (DOI),view,,,2be,ESBL,A
277,A,CTX-M-103,,CTX-M-1-like,CDG50843,HG423149,23926164 (DOI),view,,,2be,ESBL,A
278,A,CTX-M-104,,CTX-M-9-like,ADA81876,GU226840,22325120 (DOI),view,,,2be,ESBL,A
279,A,CTX-M-105,,CTX-M-9-like,ADY02554,HQ833651,22407683 (DOI),view,,,2be,ESBL,A
280,A,CTX-M-106,CTX-M-P45,,—,—,,,,,,,
281,A,CTX-M-107,CTX-M-P4,,—,—,,,,,,,
282,A,CTX-M-108,CTX-M-P5,,—,—,,,,,,,
283,A,CTX-M-109,CTX-M-P6,,—,—,,,,,,,
284,A,CTX-M-110,,CTX-M-9-like,AEM44648,JF274242,21859815 (DOI),view,,,2be,ESBL,A
285,A,CTX-M-111,,CTX-M-9-like,AEM44649,JF274243,21859815 (DOI),view,,,2be,ESBL,A
286,A,CTX-M-112,,CTX-M-9-like,AEM44652,JF274246,21859815 (DOI),view,,,2be,ESBL,A
287,A,CTX-M-113,,CTX-M-9-like,AEM44653,JF274247,21859815 (DOI),view,,,2be,ESBL,A
288,A,CTX-M-114,,CTX-M-1-like,ACU00153,GQ351346,—(—),view,,,2be,ESBL,A
289,A,CTX-M-115,KLUA-14,CTX-M-2-like,AIL54055,KJ911020,—(—),view,,,2be,ESBL,N (*Kluyvera ascorbata ATCC 33433)
290,A,CTX-M-116,,CTX-M-1-like,AEI70324,JF966749,23318795 (DOI),view,,,2be,ESBL,A
291,A,CTX-M-117,,CTX-M-1-like,AET99223,JN227085,23127481 (DOI),view,,,2be,ESBL,A
292,A,CTX-M-118,,,Withdrawn,,,,,,,,
293,A,CTX-M-119,,,Assigned,,,,,,,,
294,A,CTX-M-120,,,Assigned,,,,,,,,
295,A,CTX-M-121,,CTX-M-9-like,AFA51699,JN790862,24999233 (DOI),view,,,2be,ESBL,A
296,A,CTX-M-122,,CTX-M-9-like,AFA51700,JN790863,—(—),view,,,2be,ESBL,A
297,A,CTX-M-123,,CTX-M-1-like,AFA51701,JN790864,23752509 (DOI) 26169409 (DOI),view,,,2be,ESBL,A
298,A,CTX-M-124,"KLUA-1, KLUA-3, KLUA-4, KLUA-12",CTX-M-2-like,AFH88134,JQ429324,22314536 (DOI),view,,,2be,ESBL,N (*Kluyvera ascorbata)
299,A,CTX-M-125,,CTX-M-9-like,AFO69261,JQ724542,32868328 (DOI),view,,,2be,ESBL,A
300,A,CTX-M-126,,CTX-M-9-like,BAL72196,AB703103,22843833 (DOI),view,,,2be,ESBL,A
301,A,CTX-M-127,,CTX-M-1-like,ARX70572,MF196229,,view,,,,ESBL,A
302,A,CTX-M-128,,,Assigned,,,,,,,,
303,A,CTX-M-129,,CTX-M-9-like,AFJ59956,JX017364,—(—),view,,,2be,ESBL,A
304,A,CTX-M-130,,CTX-M-9-like,AFJ59957,JX017365,—(—),view,,,2be,ESBL,A
305,A,CTX-M-131,,CTX-M-2-like,AEW46676,JN969893,25583719 (DOI),view,,,2be,ESBL,A
306,A,CTX-M-132,,CTX-M-1-like,AFQ94051,JX313020,23952362 (DOI) 26169409 (DOI),view,,,2be,ESBL,A
307,A,CTX-M-133,"CTX-M-3, KLUB-1",,—,—,—(—),,,,,,
308,A,CTX-M-134,,CTX-M-9-like,AFX60298,JX896165,—(—),view,,,2be,ESBL,A
309,A,CTX-M-135,,,Assigned,,,,,,,,
310,A,CTX-M-136,,CTX-M-1-like,AMP17732,KU760765,—(—),view,,,2be,ESBL,A
311,A,CTX-M-137,,CTX-M-9-like,AHC31002,KF790923,24777903 (DOI) —(—),view,,,2be,ESBL,A
312,A,CTX-M-138,,CTX-M-1-like,AHA80107,KF526119,24916079 (DOI),view,,,2be,ESBL,A
313,A,CTX-M-139,,CTX-M-1-like,AFY98865,KC107824,—(—),view,,,2be,ESBL,A
314,A,CTX-M-140,,CTX-M-9-like,WP_063108644,NG_068166,,view,,,,ESBL,A
315,A,CTX-M-141,,CTX-M-2-like,AGN11769,KC964871,—(—),view,,,2be,ESBL,A
316,A,CTX-M-142,,CTX-M-1-like,AGW25368,KF240809,—(—),view,,,2be,ESBL,A
317,A,CTX-M-143,,CTX-M-1-like,QGN18754,MN715319,,view,,,,ESBL,A
318,A,CTX-M-144,,CTX-M-1-like,AHX39588,KJ020573,24999233 (DOI),view,,,2be,ESBL,A
319,A,CTX-M-145,,,Assigned,,,,,,,,
320,A,CTX-M-146,,,ARI46098,KY938173,,view,,,,ESBL,A
321,A,CTX-M-147,,CTX-M-9-like,AHA80961,KF513180,—(—),view,,,2be,ESBL,A
322,A,CTX-M-148,,CTX-M-9-like,AHX39589,KJ020574,24999233 (DOI),view,,,2be,ESBL,A
323,A,CTX-M-149,,,Withdrawn,,,,,,,,
324,A,CTX-M-150,,CTX-M-1-like,AHF20911,KF769131,,view,,,2be,ESBL,A
325,A,CTX-M-151,,CTX-M-151-like,BAP34782,AB916359,33431411 (DOI),view,2,,2be,ESBL,A
326,A,CTX-M-152,KLUG-2,CTX-M-25-like,OAT54828,LXEU01000033,,view,,,,ESBL,N (Kluyvera georgiana ATCC 51603)
327,A,CTX-M-153,,CTX-M-1-like,QIM14702,MT156338,,view,,,,ESBL,A
328,A,CTX-M-154,,CTX-M-1-like,PNS00289,JQGM01000063,,view,,,,ESBL,A
329,A,CTX-M-155,,CTX-M-1-like,AIS67611,KM211508,—(—),view,,,2be,ESBL,A
330,A,CTX-M-156,,CTX-M-1-like,AIS67612,KM211509,—(—),view,,,2be,ESBL,A
331,A,CTX-M-157,,CTX-M-1-like,AIS67613,KM211510,—(—),view,,,2be,ESBL,A
332,A,CTX-M-158,,CTX-M-1-like,AIT97310,KM211691,25414200 (DOI),view,,,2be,ESBL,A
333,A,CTX-M-159,,CTX-M-9-like,BAP18874,AB976602,—(—),view,,,2be,ESBL,A
334,A,CTX-M-160,,CTX-M-25-like,AJO16046,KP050493,,view,,,2be,ESBL,A
335,A,CTX-M-161,,CTX-M-9-like,AJU57235,KP128034,,view,,,2be,ESBL,A
336,A,CTX-M-162,,CTX-M-1-like,AKO63213,KP681697,,view,,,2be,ESBL,A
337,A,CTX-M-163,,CTX-M-1-like,AKO63214,KP681698,,view,,,2be,ESBL,A
338,A,CTX-M-164,,CTX-M-1-like,AKR53959,KP727571,,view,,,2be,ESBL,A
339,A,CTX-M-165,,CTX-M-2-like,AKR53960,KP727572,,view,,,2be,ESBL,A
340,A,CTX-M-166,,CTX-M-1-like,ANA76436,KU978909,28377638 (DOI),view,,,2be,ESBL,A
341,A,CTX-M-167,,CTX-M-1-like,ALJ77593,KR537428,,view,,,2be,ESBL,A
342,A,CTX-M-168,,CTX-M-9-like,ALJ94049,KR537429,,view,,,2be,ESBL,A
343,A,CTX-M-169,,CTX-M-1-like,ALL29307,KR779864,,view,,,2be,ESBL,A
344,A,CTX-M-170,,CTX-M-1-like,ALK03059,KR822223,,view,,,2be,ESBL,A
345,A,CTX-M-171,,CTX-M-2-like,ALR99814,KT277545,—(—),view,,,2be,ESBL,A
346,A,CTX-M-172,,CTX-M-1-like,AKS25179,KT251041,—(—),view,,,2be,ESBL,A
347,A,CTX-M-173,,CTX-M-1-like,ALM96711,KT997884,—(—),view,,,2be,ESBL,A
348,A,CTX-M-174,,CTX-M-9-like,ALM96713,KT997886,—(—),view,,,2be,ESBL,A
349,A,CTX-M-175,,CTX-M-1-like,ALM96714,KT997887,—(—),view,,,2be,ESBL,A
350,A,CTX-M-176,,CTX-M-1-like,ALM96715,KT997888,—(—),view,,,2be,ESBL,A
351,A,CTX-M-177,,CTX-M-1-like,ALM96716,KT997889,—(—),view,,,2be,ESBL,A
352,A,CTX-M-178,,CTX-M-1-like,AMB17206,KU586457,38366372 (DOI),view,,,,ESBL,A
353,A,CTX-M-179,,CTX-M-1-like,AMJ17432,KU705393,—(—),view,,,2be,ESBL,A
354,A,CTX-M-180,,CTX-M-1-like,AMY95406,KX056899,—(—),view,,,2be,ESBL,A
355,A,CTX-M-181,,CTX-M-1-like,AMY95407,KX056900,—(—),view,,,2be,ESBL,A
356,A,CTX-M-182,,CTX-M-1-like,AMY95408,KX056901,—(—),view,,,2be,ESBL,A
357,A,CTX-M-183,,CTX-M-1-like,ANH52938,KX263246,,view,,,2be,ESBL,A
358,A,CTX-M-184,,CTX-M-1-like,ANH52939,KX263247,,view,,,2be,ESBL,A
359,A,CTX-M-185,KLUG-3,CTX-M-25-like,ANH58931,KX266838,,view,,,2be,ESBL,N (Kluyvera ascorbata WCH1410)
360,A,CTX-M-186,,CTX-M-1-like,ANN89336,KX446939,,view,,,2be,ESBL,A
361,A,CTX-M-187,,CTX-M-1-like,ANY40236,KX621166,,view,,,,ESBL,A
362,A,CTX-M-188,,CTX-M-1-like,AOA70434,KX676491,,view,,,2be,ESBL,A
363,A,CTX-M-189,,CTX-M-1-like,ACN39712,FJ657512,,view,,,2be,ESBL,A
364,A,CTX-M-190,,CTX-M-1-like,AOF41435,KX664469,,view,,,2be,ESBL,A
365,A,CTX-M-191,,CTX-M-9-like,APG33172,KY271097,,view,,,,ESBL,A
366,A,CTX-M-192,,CTX-M-9-like,APG33173,KY271098,,view,,,,ESBL,A
367,A,CTX-M-193,,CTX-M-1-like,AQM40188,KY563766,,view,,,2be,ESBL,A
368,A,CTX-M-194,,CTX-M-1-like,AQM40189,KY563767,,view,,,2be,ESBL,A
369,A,CTX-M-195,,CTX-M-9-like,AQM40190,KY563768,,view,,,2be,ESBL,A
370,A,CTX-M-196,,CTX-M-9-like,AQM40191,KY563769,,view,,,2be,ESBL,A
371,A,CTX-M-197,,CTX-M-1-like,AQT03461,KY646303,,view,,,,ESBL,A
372,A,CTX-M-198,,CTX-M-9-like,AQT03462,KY646304,,view,,,,ESBL,A
373,A,CTX-M-199,,CTX-M-1-like,ARA73610,KY786032,,view,,,,ESBL,A
374,A,CTX-M-200,,CTX-M-2-like,ASC62381,KY997188,,view,,,,ESBL,A
375,A,CTX-M-201,,CTX-M-9-like,ASC62382,KY997189,,view,,,,ESBL,A
376,A,CTX-M-202,,CTX-M-1-like,ARX71248,MF195067,,view,,,,ESBL,A
377,A,CTX-M-203,,CTX-M-1-like,ARX70573,MF196230,,view,,,,ESBL,A
378,A,CTX-M-204,,CTX-M-1-like,ARX71259,MF281085,,view,,,,ESBL,A
379,A,CTX-M-205,KLUG-5,CTX-M-25-like,ATJ25945,MG028655,,view,,,,ESBL,N (*Kluyvera georgiana 11A1213CRGN035)
380,A,CTX-M-206,,CTX-M-1-like,AIC64344,KJ802520,,view,,,,ESBL,A
381,A,CTX-M-207,,CTX-M-1-like,BBC20336,LC348384,,view,,,,ESBL,A
382,A,CTX-M-208,,CTX-M-1-like,AVP74333,MH067958,,view,,,,ESBL,A
383,A,CTX-M-209,,CTX-M-1-like,AVP74334,MH067959,,view,,,,ESBL,A
384,A,CTX-M-210,,CTX-M-1-like,AVP74335,MH067960,,view,,,,ESBL,A
385,A,CTX-M-211,,CTX-M-1-like,AVP74336,MH067961,,view,,,,ESBL,A
386,A,CTX-M-212,,CTX-M-1-like,AVP74337,MH067962,,view,,,,ESBL,A
387,A,CTX-M-213,KLUY-5,CTX-M-9-like,AVP73881,MH094805,,view,,,,ESBL,N (Kluyvera ascorbata)
388,A,CTX-M-214,,CTX-M-9-like,AVT50863,MH121688,,view,,,,ESBL,A
389,A,CTX-M-215,,CTX-M-9-like,AWB15832,MH230880,32868328 (DOI),view,,,,ESBL,A
390,A,CTX-M-216,,CTX-M-1-like,AWI33306,MH243352,,view,,,,ESBL,A
391,A,CTX-M-217,,CTX-M-25-like,AWI33308,MH243354,,view,,,,ESBL,A
392,A,CTX-M-218,,CTX-M-1-like,AWI33312,MH243358,,view,,,,ESBL,A
393,A,CTX-M-219,,CTX-M-9-like,AUJ48449,CP019080,,view,,,,ESBL,A
394,A,CTX-M-220,,CTX-M-1-like,AWU66425,MH450163,,view,,,,ESBL,A
395,A,CTX-M-221,,CTX-M-9-like,AWY87618,MH538139,,view,,,,ESBL,A
396,A,CTX-M-222,,CTX-M-1-like,AXI82473,MH685905,,view,,,,ESBL,A
397,A,CTX-M-223,,CTX-M-9-like,AXV45344,MH814718,,view,,,,ESBL,A
398,A,CTX-M-224,,CTX-M-1-like,AYJ76543,MK033739,,view,,,,ESBL,A
399,A,CTX-M-225,,CTX-M-1-like,QBO66647,MK628510,,view,,,,ESBL,A
400,A,CTX-M-226,,CTX-M-1-like,QBX33278,MK704279,,view,,,,ESBL,A
401,A,CTX-M-227,,CTX-M-1-like,QDM39442,MN104597,,view,,,,ESBL,A
402,A,CTX-M-228,,CTX-M-1-like,QDY98372,MN219695,,view,,,,ESBL,A
403,A,CTX-M-229,,CTX-M-2-like,QED08956,MN267698,,view,,,,ESBL,A
404,A,CTX-M-230,,CTX-M-1-like,QFR38187,MN550980,,view,,,,ESBL,A
405,A,CTX-M-231,,CTX-M-1-like,QFR38188,MN550981,,view,,,,ESBL,A
406,A,CTX-M-232,,CTX-M-1-like,QFR38189,MN550982,,view,,,,ESBL,A
407,A,CTX-M-233,,CTX-M-9-like,QFR38190,MN550983,,view,,,,ESBL,A
408,A,CTX-M-234,,CTX-M-1-like,QIM14701,MT156337,,view,,,,ESBL,A
409,A,CTX-M-235,,CTX-M-9-like,QIM59618,MT210560,,view,,,,ESBL,A
410,A,CTX-M-236,,CTX-M-1-like,QGV92445,CP044378,,view,,,,ESBL,A
411,A,CTX-M-237,,CTX-M-1-like,QNG62073,MT872414,,view,,,,ESBL,A
412,A,CTX-M-238,,CTX-M-1-like,QNG62074,MT872415,,view,,,,ESBL,A
413,A,CTX-M-239,,CTX-M-9-like,QNG62075,MT872416,,view,,,,ESBL,A
414,A,CTX-M-240,,CTX-M-9-like,MBB0415530,JAAMGZ010000068,,view,,,,ESBL,A
415,A,CTX-M-241,,CTX-M-9-like,QNG62077,MT872418,,view,,,,ESBL,A
416,A,CTX-M-242,,CTX-M-9-like,QNS30067,MT969044,,view,,,,ESBL,A
417,A,CTX-M-243,,CTX-M-9-like,QPO25386,MW345818,,view,,,,ESBL,A
418,A,CTX-M-244,,CTX-M-1-like,QRN47891,MW385261,,view,,,,ESBL,A
419,A,CTX-M-245,,CTX-M-1-like,QSL96845,MN928785,,view,,,,ESBL,A
420,A,CTX-M-246,,CTX-M-1-like,QVO43831,MZ092824,,view,,,,ESBL,A
421,A,CTX-M-247,,CTX-M-9-like,QWS81802,MZ379780,,view,,,,ESBL,A
422,A,CTX-M-248,,CTX-M-9-like,HDN2772449,DANUES010000092,,view,,,,ESBL,A
423,A,CTX-M-249,,CTX-M-9-like,HDG9140181,DAMSAK010000104,,view,,,,ESBL,A
424,A,CTX-M-250,,,Assigned,,,,,,,,
425,A,CTX-M-251,,CTX-M-1-like,UBL87559,OK217281,,view,,,,ESBL,A
426,A,CTX-M-252,,CTX-M-9-like,MCI4971862,JALEFN010000066,,view,,,,ESBL,A
427,A,CTX-M-253,,CTX-M-2-like,BAM76258,AB770487,,view,,,,ESBL,A
428,A,CTX-M-254,,CTX-M-1-like,UTS94240,ON651487,,view,,,,ESBL,A
429,A,CTX-M-255,,CTX-M-9-like,MCP3487290,JANAIJ010000077,38366372 (DOI),view,,,,ESBL,A
430,A,CTX-M-256,,CTX-M-1-like,UUF82537,OP081688,,view,,,,ESBL,A
431,A,CTX-M-257,,CTX-M-1-like,UVW30758,OP297846,,view,,,,ESBL,A
432,A,CTX-M-258,,CTX-M-1-like,UXG78560,OP346113,,view,,,,ESBL,A
433,A,CTX-M-259,,CTX-M-1-like,UXY93308,OP572233,,view,,,,ESBL,A
434,A,CTX-M-260,,CTX-M-1-like,WFP45935,OQ726107,,view,,,,ESBL,A
435,A,CTX-M-261,,CTX-M-1-like,UNY97156,CP094334,,view,,,,ESBL,A
436,A,CTX-M-262,,CTX-M-1-like,WHL55054,OQ135098,,view,,,,ESBL,A
437,A,CTX-M-263,,CTX-M-1-like,WHL55055,OQ135099,,view,,,,ESBL,A
438,A,CTX-M-264,,CTX-M-1-like,WHL55056,OQ135100,,view,,,,ESBL,A
439,A,CTX-M-265,,CTX-M-1-like,WHL55057,OQ135101,,view,,,,ESBL,A
440,A,CTX-M-266,,CTX-M-1-like,WKB12816,OR224962,,view,,,,ESBL,A
441,A,CTX-M-267,,CTX-M-9-like,MDO7764851,JAUPMU010000029,,view,,,,ESBL,A
442,A,CTX-M-268,,CTX-M-1-like,WNH41474,OR350836,,view,,,,ESBL,A
443,A,CTX-M-269,,CTX-M-9-like,BET03970,LC779874,,view,,,,ESBL,A
444,A,CTX-M-270,,CTX-M-2-like,MDZ4032533,JAXOAR010000008,,view,,,,ESBL,N (Kluyvera ascorbata)
445,A,CTX-M-271,,,ENH5532102,ABTDWX010000102,,view,,,,ESBL,A
446,A,CTX-M-272,,,BFR97113,LC841927,,view,,,,ESBL,A
447,A,CTX-M-273,,,XHE66952,PQ324802,,view,,,,ESBL,A
448,A,CTX-M-274,,CTX-M-1-like,XHO32884,PQ394541,21859815 (DOI),view,,,2be,ESBL,A
449,A,CTX-M-275,,,XHO32885,PQ394542,,view,,,,ESBL,A
450,A,CTX-M-276,,,XHO32886,PQ394543,,view,,,,ESBL,A
451,A,CTX-M-277,,,XHO32887,PQ394544,,view,,,,ESBL,A
452,A,CTX-M-278,,,XHO32888,PQ394545,,view,,,,ESBL,A
453,A,CTX-M-P5,,CTX-M-1-like,AEM44651,JF274245,21859815 (DOI),view,,,2be,ESBL,A
454,A,CTX-M-P6,,CTX-M-1-like,AEM44654,JF274248,21859815 (DOI),view,,,2be,ESBL,A
455,A,CTX-M-P44,,CTX-M-1-like,AAF93177,AY005110,—(—),view,,,2be,ESBL,A
456,A,CTX-M-P45,,CTX-M-9-like,ADZ31262,HQ913565,21612511 (DOI),view,,,2be,ESBL,A
457,A,CumA-1,,,CAA56427*,X80128,7957242 (DOI),view,,,,ESBL,N (Proteus vulgaris B317)
458,A,CumA-2,,,BAA06252*,D29982,8060986 (DOI),view,,,,,N (Proteus vulgaris K1)
459,A,CumA-3,,,MBG2709716,JADRXE010000002,8043607 (DOI),view,,,2e,broad spectrum,N (Proteus mirabilis PR00125)
460,A,CumA-4,,,PNL51297,NJFA02000001,8878598 (DOI),view,,,,,N (Proteus vulgaris 5E78-1)
461,A,CumA-5,HugA-1,,AAL57765,AF324468,11751137 (DOI),view,,,,,N (Proteus penneri)
462,A,CzoA-1,,,EFI60385,ADVQ01000062,29312251 (DOI),view,,,,,N (Comamonas testosteroni S44)
463,A,CPA-1,,,ACU58932,CP001699,,view,1,,,,N (Chitinophaga pinensis DSM 2588)
464,A,DBA-1,,,ADK85848,CP002085,,view,1,,,,N (Desulfarculus baarsii DSM 2075)
465,A,DES-1,,,AAM45855,AF426161,12234847 (DOI),view,,,,ESBL,N (Desulfovibrio desulfuricans)
466,A,ERP-1,,,AAL86999,AY077733,12384342 (DOI),view,,,,ESBL,N (Erwinia persicina)
467,A,FAR-P1,FAR-1,,WP_070064531,NG_049089,10390216 (DOI),view,,,,ESBL,N (Nocardia farcinica VIC)
468,A,FAR-P2,FAR-2,,WP_231857972,NC_006361,31712200 (DOI),view,,,,,N (Nocardia farcinica IFM 10152)
469,A,FEC-1,,CTX-M-1-like,BAC53608,AB098539,3056257 (DOI),view,,,,,A
470,A,FLC-1,,,ATX60370,MG309750,30910900 (DOI),view,,,,carbapenemase,A
471,A,FONA-0,,,PAA99192,NQMP01000003,9300809 (DOI),view,,,,broad spectrum,N (Serratia fonticola BWK15)
472,A,FONA-1,,,AKG71438,CP011254,—(—),view,,,,,N (Serratia fonticola)
473,A,FONA-2,,,CAB61637,AJ251240,—(—),view,,,,,N (Serratia fonticola)
474,A,FONA-3,,,CAB61639,AJ251241,—(—),view,,,,,N (Serratia fonticola)
475,A,FONA-4,,,CAB61641,AJ251242,—(—),view,,,,,N (Serratia fonticola)
476,A,FONA-5,,,CAB61643,AJ251243,—(—),view,,,,,N (Serratia fonticola)
477,A,FONA-6,,,CAB61645,AJ251244,—(—),view,,,,,N (Serratia fonticola)
478,A,FONA-7,,,ATM78477,CP023956,32991273 (DOI),view,,,,,N (Serratia fonticola FDAARGOS_411)
479,A,FONA-8,,,CAI1551148,CAMKUK010000001,,view,,,,,N (Serratia fonticola)
480,A,FONA-9,,,USH09258,ON713461,,view,,,,,N (Serratia fonticola)
481,A,FONA-10,,,AYM90376,CP033055,,view,,,,,N (Serratia sp. 3ACOL1)
482,A,FONA-11,,,ERK10430,ASZA01000007,,view,,,,,N (Serratia fonticola AU-AP2C)
483,A,FONA-12,,,MBP0996347,JAGJTW010000002,,view,,,,,N (Serratia fonticola)
484,A,FONA-13,,,USH09262,ON713465,,view,,,,,N (Serratia fonticola)
485,A,FONA-14,SFO-1,,ACO57221,FJ848785,9925524 (—),view,,,,ESBL,A
486,A,FPH-1,,,AJI54894,CP009442,22450977 (DOI),view,,,,carbapenemase,N (Francisella philomiragia O#319-036 [FSC 153])
487,A,FRI-1,,,ALE30770,KT192551,26392482 (DOI),view,,,,carbapenemase,A
488,A,FRI-2,,,ANZ90381,KX620467,28605515 (DOI),view,,,,carbapenemase,A
489,A,FRI-3,,,AQS23610,KY524440,31302698 (DOI),view,,,,carbapenemase,A
490,A,FRI-4,,,WP_088245210,NG_055267,30060114 (DOI),view,,,,carbapenemase,A
491,A,FRI-5,,,AWA42532,MH208723,,view,,,,carbapenemase,A
492,A,FRI-6,,,AZK35806,MK248729,31725164 (DOI),view,,,,carbapenemase,A
493,A,FRI-7,,,BBI97867,AP019534,,view,,,,carbapenemase,A
494,A,FRI-8,,,BBJ69931,AP019635,36802273 (DOI),view,,,,carbapenemase,A
495,A,FRI-9,,,BBJ65425,AP019633,,view,,,,carbapenemase,A
496,A,FRI-10,,,QPQ08642,MW349709,,view,,,,carbapenemase,A
497,A,FRI-11,,,UAN38692,CP074155,,view,,,,carbapenemase,A
498,A,FRI-12,,,UUM03679,OP142442,39046566 (DOI),view,,,,carbapenemase,A
499,A,FTU-1,,,CAG45244,AJ749949,,view,1,,,,N (Francisella tularensis subsp. tularensis SCHU S4)
500,A,FTU-2,,,CAJ79318,AM233362,22083489 (DOI),view,,,,,N (Francisella tularensis)
501,A,GES-1,,,ADN96169,HM370522,10681329 (DOI),view,2,,2f,ESBL view,A
502,A,GES-2,,,KJX27876,JZKY01000067,11502535 (DOI),view,3,,2f,ESBL,A
503,A,GES-3,,,BAD06399,AB113580,15155185 (DOI),view,,,2f,ESBL,A
